DOI	Title	Authors	Abstract	Journal	Date
10.1002/ptr.70100	Hesperidin Inhibits Oxidative Stress and Apoptosis of Granulosa Cells in	Zhang Q, Yang Z, Ou X, Zhang M, Ji R, Wu G	Polycystic ovary syndrome (PCOS) is the most common endocrine-metabolic disorder syndrome in women of childbearing age. Hesperidin (HES), a phytoflavonoid glycoside found in citrus fruits such as oranges and lemons, has a variety of pharmacological effects. HES has been extensively studied to protect a variety of tissues from oxidative damage. However, it is not known whether HES may have a therapeutic effect on PCOS. In this study, potential therapeutic targets for HES treatment of PCOS were identified through network pharmacology, altered phosphorylation modification of JAK2 and PI3K was verified in granular cells of PCOS patients, and the mechanism of HES treatment of PCOS was revealed through in vivo and in vitro experiments. Based on network-based pharmacological studies, PI3K/Akt and JAK2/STAT3 pathways are potential pathways for HES treatment of PCOS, and molecular docking results show that JAK2 has the best binding activity with HES. Western blotting results showed that the phosphorylation modification of JAK2 and PI3K in granular cells of PCOS patients was changed. Experiments in KGN cell lines have shown that HES can reduce DHT-induced oxidative stress and apoptotic damage. Activating JAK2 or inhibiting PI3K can both reverse this therapeutic effect. In vivo experiments have shown similar results. HES affects oxidative stress and apoptosis in PCOS through signaling crosstalk between JAK2/STAT3 and PI3K/AKT pathways.	Phytotherapy research : PTR	27/09/2025
10.1186/s13287-025-04638-2	Efficacy and safety of single versus repeated injections of mesenchymal stem	Deng L, Zhao C, Zhou L, Mu X, Sun H, Li L, Zhang Y	BACKGROUND: In recent years, mesenchymal stem cells (MSCs) have been widely applied in the clinical treatment of knee osteoarthritis (KOA), demonstrating promising therapeutic efficacy. However, intervention protocols for MSCs have not yet been standardized, and evidence regarding the impact of different injection frequencies on the efficacy and safety of MSC treatment in KOA remains limited. OBJECTIVE: This study aims to integrate evidence from conventional and network meta-analyses to evaluate the efficacy and safety of different intervention frequencies (single vs. repeated MSC injections) in the treatment of knee osteoarthritis (KOA). METHODS: A systematic search was conducted in PubMed, Embase, the Cochrane Library, and Web of Science databases up to March 1, 2025. Traditional meta-analysis was performed to assess the efficacy and safety of MSC therapy for KOA, followed by a network meta-analysis (NMA) to evaluate the effectiveness of single versus repeated MSC injections. Outcome measures included WOMAC and VAS scores at 3, 6, and 12 months, as well as the incidence of adverse events (AEs). Traditional meta-analysis and NMA were conducted using Review Manager 5.3 and Stata SE16.0, respectively. RESULTS: A total of 16 RCTs involving 622 patients were included. Traditional meta-analysis showed that MSC therapy significantly improved pain and knee joint function in KOA patients at different time points (3, 6, and 12 months). The results of the network meta-analysis (NMA) indicated that, compared to single MSC injections, repeated MSC injections provided greater improvements in pain and functional scores at 6 and 12 months, demonstrating superior efficacy. However, repeated MSC injections were also associated with a higher incidence of adverse events. CONCLUSIONS: Both single and repeated MSC injections could improve pain and knee joint function in patients with KOA. Compared to single injections, repeated MSC injections may offer superior therapeutic benefits; however, they are associated with a higher incidence of adverse events. In clinical practice, potential side effects of repeated MSC administration must be carefully considered. Future research should focus on large-scale, multicenter, and long-term randomized controlled trials to further validate the efficacy and safety of MSC therapy for KOA.	Stem cell research & therapy	26/09/2025
10.1016/j.tplants.2025.08.020	Phytohormones revisited: what makes a compound a hormone in plants.	Munné-Bosch S	Since the discovery of auxins as cell division factors a century ago, impressive scientific advances related to phytohormones have revolutionized plant sciences and human progress. This review examines the key features of the ten hormonal groups that operate in plants, here referred to as the 'classical ten': auxins, gibberellins (GAs), cytokinins (CKs), abscisic acid (ABA), ethylene (ETH), salicylates (SAs), jasmonates (JAs), brassinosteroids (BRs), peptide hormones (PEPs), and strigolactones (SLs). By leveraging historical data and sharpening the essentials of each hormonal group, their major functions are presented, with a discussion on what makes a compound a phytohormone and how it can be differentiated from hormone-like compounds and other signaling molecules. Hormonal receptors, long-distance transport, and differences between hormonal crosstalk, interactions, and complementation are discussed to illustrate the basics of hormonal action in plants.	Trends in plant science	26/09/2025
10.1016/j.ejim.2025.106528	Effectiveness of tezepelumab in severe asthma: A multicenter real-world study.	Poto R, Manganello G, di Salvatore A, Capitelli L, Lagnese G, Messuri C, Muto T, De Michele F, Varricchi G	Severe asthma is a complex, heterogeneous disease that remains a major therapeutic challenge. Despite several biologics targeting type 2 (T2) inflammation, some patients remain uncontrolled, highlighting the need for upstream interventions. Tezepelumab, a monoclonal antibody against thymic stromal lymphopoietin (TSLP), has shown broad efficacy in randomized trials regardless of eosinophilic status or biomarker levels. We conducted a prospective, multicenter, observational study to assess real-world effectiveness and safety of tezepelumab in severe asthma. Thirty patients were enrolled at two tertiary centers in Italy between September 2023 and December 2024. Inclusion criteria were a severe asthma diagnosis per ERS and GINA 2024 guidelines and inadequate control despite maximal inhaled therapy. Tezepelumab was given at 210 mg every 4 weeks. Clinical, functional, and biomarker data were collected at baseline, 1 month, and 6 months. After six months, patients showed significant improvement in Asthma Control Test (ACT) score, with marked reductions in oral glucocorticoid use and exacerbation rate. Sinonasal symptoms improved over time. Blood eosinophils and FeNO decreased significantly, while total IgE remained unchanged. Lung function improved in both FEV(1)/FVC ratio and FEF(25-75), suggesting benefit on airflow limitation and small airway function. No serious adverse events occurred. Improvements were consistent in both T2-high and T2-low subgroups. This real-world study confirms tezepelumab's clinical effectiveness and safety in severe asthma. Benefits across inflammatory phenotypes support TSLP blockade as a broad-spectrum therapeutic approach. Larger, longer-term studies are warranted to confirm results and identify response predictors.	European journal of internal medicine	26/09/2025
10.1016/j.ctrv.2025.103024	Impact of brain metastases on systemic renal cell carcinoma treatment outcomes: A	Charnley N, Fife K, Heng DYC, Larkin J, McGrane J, Négrier S, Vasudev N, Venugopal B, Chisholm A, Ogareva A, Prendergast Á, Albiges L	INTRODUCTION: Brain metastases (BrM) are a negative prognostic factor in renal cell carcinoma (RCC) populations. Patients with RCC and BrM (RCC BrM + ) may receive systemic therapy and/or brain-targeted (local) treatment. We performed a systematic literature review to identify clinical trials and non-interventional studies reporting data on BrM impact on systemic treatment outcomes in patients with RCC. METHODS: We systematically searched the MEDLINE and Embase databases in January 2024 for publications reporting efficacy/effectiveness and/or safety/tolerability outcomes by BrM status from phase 2 and phase 3 clinical trials and non-interventional studies of systemic RCC therapies. Data were extracted from publications meeting predefined criteria (PROSPERO registration, CRD42023494896) and reported in accordance with PRISMA guidelines. RESULTS: Sixty-two publications (of 651 screened) were eligible (4 from prospective trials) and included 4,637 patients with RCC BrM + treated with systemic therapy. The most evaluated systemic therapies were sunitinib, nivolumab, ipilimumab + nivolumab, cabozantinib and sorafenib. Tolerability was generally consistent with known safety profiles in RCC trial populations. In the clinical trials, systemic treatment benefits for patients with RCC BrM + were equivocal. In non-interventional studies, survival was generally poorer in patients with RCC BrM + than reference groups (overall/BrM-). Survival and intracranial control benefits in patients with RCC BrM + were reported for some multimodal (systemic plus local) treatment strategies. There were no robust comparative data to guide systemic treatment selection. CONCLUSION: We identified a need for robust data on intracranial and extracranial responses to systemic therapy in patients with RCC BrM+, taking into account prior local therapy exposure.	Cancer treatment reviews	24/09/2025
10.1007/s10528-025-11222-z	Detection of Vancomycin Resistance Enterococcus Species Holding Genes vanA, vanB,	Abbas KF, Motaweq ZY	Enterococci were hospitalized and resistant to numerous antibiotics. The present research aimed to determine the Vancomycin sensitivity by disc and Minimum Inhibitory Concentrations (MICs), also detecting the relationship between Vancomycin resistance genes and the Vancomycin resistance in uropathogenic Enterococcus species. Totally, 150 urine specimens were obtained from patients who attended or admitted to Iraq hospitals. The bacteriological tests besides Vietic and (ddl of E. faecalis, ddl of E. faecium) genes were implemented for the identification of Enterococcus isolates. We indicate 27 Enterococcus isolates, among which 18 (66.7%) were E. faecalis, 4 (14.8%) were E. faecium, while 5 (18.5%) were other isolates belonging to the rest of Enterococcus species. The antibiotic resistance by disk-diffusion technique for Penicillin, Ampicillin, Vancomycin, Norfloxacin, Erythromycin, Ciprofloxacin, Rifampin, Levofloxacin, Chloramphenicol, Fosfomycin, Doxycycline, Minocycline, and Nitrofurantoin was 7 (25,92%), 7 (25,92%), 6 (22.22%), 5 (18.51%), 24 (88.89%), 5 (18.51%), 23 (85.18%), 5 (18.51%), 4 (14.81%), 14 (51.85%), 0 (0%), 3 (11.11%), and 1 (3.70%), respectively. The total isolates were Vancomycin Resistance Enterococci VRE using the MIC technique. Positive results for vanA 23 (85.18%), vanB 11 (40.74%), vanC1 3 (11.11%), vanC2, and vanC3 3 (11.11%). The results revealed that 23 (85.18%) out of VRE isolates possessed the Vancomycin-resistance genes. Although four isolates did not hold van genes, the resistance may be attributed to the occurrence of uncommon genes which not identified by this study; also the efflux pump has a role in resistance. The van genes might be transmitted, so important to monitor antibiotic resistance.	Biochemical genetics	27/09/2025
10.1126/sciadv.adx7487	Development of SARS-CoV-2 as a viral vector: A novel intranasal bivalent vaccine	Xu J, Chamblee M, Jiang F, Kc M, Hsu CC, Thongpan I, Chen P, Zhang Y, Chiu CT, Shamseldin MM, Amer HM, Liang X, Amer AO, Boyaka PN, Cormet-Boyaka E, Peeples ME, Li J	Negative-sense RNA viruses have been widely used as viral vectors for vaccine delivery. However, little is known about coronaviruses as vectors for delivering vaccines. Here, we have developed safe SARS-CoV-2 Omicron JN.1-based live attenuated vaccine candidates by combining a mutation (D130A) in the viral nsp16 protein, deletion of the furin cleavage site (dFCS) in the spike protein, deletion of accessory proteins, and/or modification of the transcription regulatory sequences (mTRS). Subsequently, using rJN.1, rJN.1-D130A-dFCS, and rJN.1-mTRS-D130A-dFCS as the backbones, we generated three recombinant viruses expressing a nonfunctional, soluble, and stabilized prefusion F protein of human respiratory syncytial virus (RSVF). Among them, rJN.1-D130A-dFCS-RSVF virus was sufficiently attenuated and highly immunogenic, providing complete protection against challenge with both JN.1 and RSV in hamsters. However, rJN.1-mTRS-D130A-dFCS-RSVF was poorly immunogenic. Collectively, we demonstrate that attenuated SARS-CoV-2 is an effective viral vector for delivering RSV vaccine, warranting further development as a novel intranasal bivalent vaccine for SARS-CoV-2 and RSV.	Science advances	26/09/2025
10.1136/gutjnl-2025-335642	Alleviated T cell exhaustion and SLC1A3-mediated stroma-remodelling dictate	Xiang S, Chen Y, Wang C, Wang M, He Y, Liu Z, Zhang JL, Yang LP, Wei YF, Wu QN, Wang ZX, Xi SY, Li Z, Zhao Q, Xu RH, Wang F	BACKGROUND: Combining chemotherapy with anti-programmed cell death protein-1 (PD-1) improves clinical outcomes in oesophageal squamous cell carcinoma (ESCC), yet the underlying synergistic mechanism remains obscured. Moreover, 30-50% of patients still derive no therapeutic benefit from the combination strategy, highlighting the need to decipher and overcome resistance. OBJECTIVE: We sought to investigate the mechanisms by which chemotherapy augments the responses to immune checkpoint blockade and elucidate the factors contributing to persistent resistance in non-responding patients. DESIGN: We designed a systematic investigation involving longitudinal sampling of ESCC tissues both from patients treated with chemotherapy plus anti-PD-1 and anti-PD-1 monotherapy. The tumour microenvironment (TME) was then comprehensively characterised using single-cell transcriptomics, T cell receptor repertoire analysis, multiplex immunohistochemistry and murine models. RESULTS: We demonstrated that combination therapy exerted superior antitumour efficacy by mitigating immune checkpoint engagements (TIGIT-NECTIN2 and NECTIN1-CD96) between epithelial-stress tumour cells and CD8(+) T cells, thereby preventing T cells from exhaustion and boosting vitality. In non-responders, we identified a subset of tumour cells with high SLC1A3 expression, which localised at the tumour boundary and interacted with COL1A1(+) myofibroblastic cancer-associated fibroblasts, inducing an extracellular matrix-enriched TME that hindered the infiltration of CD8(+) T cells. Inhibiting SLC1A3 significantly enhanced the efficacy of chemotherapy plus anti-PD-1, underscoring its potential as a therapeutic target. CONCLUSION: This study elucidates the synergistic mechanisms and identifies key resistance pathways underlying chemo-immunotherapy combinations in patients with ESCC, providing a scientific basis for refining future combination therapeutic regimens.	Gut	22/09/2025
10.3390/nu17183002	Omega-3 Polyunsaturated Fatty Acids and Cognitive Decline in Adults with	Barros MI, Brandão T, Irving SC, Alves P, Gomes F, Correia M	BACKGROUND/OBJECTIVES: As global aging accelerates, prevalence of mild cognitive impairment (MCI) continues to rise, challenging healthcare systems and diminishing older adults' quality of life. There is great interest in better understanding the neuroprotective/anti-inflammatory properties of omega-3 polyunsaturated fatty acids but the results from many published studies in humans come to different conclusions. This review aims to clarify the efficacy of n-3 fatty acids as a preventive or therapeutic strategy for cognitive health and to inform future clinical recommendations within aging populations. METHODS: Following PRISMA guidelines and a registered PROSPERO protocol, we reviewed systematic reviews (SRs) from 2014 to 2024 assessing exclusive n-3 fatty acid supplementation and cognitive outcomes via MMSE. Data were extracted on intervention details and cognitive scores. Meta-analyses used fixed and random-effects models, with Hedges' estimating overall impact. Quality was assessed using AMSTAR-2, and statistical analyses were performed (SPSS 28). RESULTS: A total of nine SRs incorporating 14 RCTs were included, representing 26,881 participants aged 40 years or older. The pooled random-effects meta-analysis showed a statistically significant but modest improvement in MMSE scores (effect size: 0.16; 95% CI: 0.01-0.32). Heterogeneity was moderate (I(2) = 42.8%), and no publication bias was detected. Further analyses revealed no significant associations between treatment duration or dosage and cognitive outcomes, suggesting a threshold effect rather than a dose-response relationship. CONCLUSIONS: These findings support n3-PUFA supplementation as a complementary approach to lifestyle-based strategies for cognitive health, including diet, physical activity, sleep optimization, and cognitive training. While benefits appear modest, consistent effects across studies warrant further high-quality research and well-designed studies to strengthen clinical recommendations.	Nutrients	19/09/2025
10.1212/WNL.0000000000214177	Screening for Congenital Myasthenic Syndromes in Adults With Seronegative	Krenn M, Wagner M, Schuller H, Pugna I, Rath J, Zulehner G, Keritam O, Weng R, Koneczny I, Schiavo E, Damato V, Kleinveld VEA, Kiss C, Gold V, Quasthoff S, Masi G, O'Connor KC, Canning J, Waters PJ, Lenz D, Blüthner M, Pavlov M, Graf E, Winkelmann J, Löscher WN, Zimprich F, Cetin H	BACKGROUND AND OBJECTIVES: Myasthenia gravis (MG) is a disorder of the neuromuscular junction, typically associated with autoantibodies (Abs) that impair neuromuscular transmission. However, approximately 10% of cases are seronegative. Emerging evidence suggests that seronegative MG (SNMG) may be mimicked by hereditary conditions, particularly congenital myasthenic syndromes (CMSs), which require different treatments. In this study, we aimed to determine the proportion of CMS among patients diagnosed with SNMG. METHODS: We used whole-exome sequencing (WES) in adult patients (aged ≥18 years) diagnosed with SNMG who were enrolled at 3 Austrian tertiary neuromuscular centers between August 2022 and January 2024. Genetic testing was conducted in individuals who remained seronegative after comprehensive serologic testing to exclude Abs against (clustered) acetylcholine receptors, muscle-specific kinase, lipoprotein receptor-related protein 4, and voltage-gated calcium channels. Moreover, we aimed to analyze clinical and demographic factors associated with the likelihood of receiving a molecular diagnosis. RESULTS: A total of 50 patients with SNMG (35 [70%] female) were referred for exome-based genetic screening. The median age at disease onset was 35 years (interquartile range 24.0-46.0 years). Seven patients (14%) were genetically diagnosed with CMS through WES (4 with CHRNE and 3 with RAPSN variants). In addition, findings of uncertain clinical significance were reported in 4 cases, implicating CACNA1S, DOK7, DPAGT1, and RAPSN. Although patients with CMS tended to have a younger age at disease onset in univariate analysis (p = 0.04, r = 0.29), no clinical or demographic factors remained significantly associated with a molecular diagnosis after correction for multiple testing. Only 1 patient with a confirmed CMS diagnosis reported a positive family history. Six individuals with CMS (86%) had either received immunomodulatory treatments (n = 4) or undergone thymectomy (n = 4). Of the 4 patients with CMS receiving immunotherapies, 3 were reported to have experienced at least a partial response. DISCUSSION: Our findings provide evidence that a considerable proportion of patients diagnosed with SNMG have an underlying hereditary etiology. Notably, a (subjective) response to immunotherapies does not exclude a molecular CMS diagnosis. In conclusion, offering genetic testing to seronegative patients with myasthenic syndromes may have profound therapeutic implications.	Neurology	21/10/2025
10.1016/j.lanmic.2025.101181	WHO global gonococcal antimicrobial surveillance programmes, 2019-22: a	Unemo M, Lahra MM, Cole MJ, Marcano Zamora D, Jacobsson S, Galarza P, Martin I, Kreisel KM, Galas M, Bertagnolio S, Ramon-Pardo P, Maatouk I, Wi T	BACKGROUND: Gonorrhoea and gonococcal antimicrobial resistance (AMR) remain global public health concerns, and enhanced quality-assured global surveillance of gonococcal AMR is imperative to inform management guidelines and public health policies. We aimed to describe the results of surveillance of gonococcal AMR conducted globally by WHO and discuss the actions needed to retain our ability to treat gonorrhoea. METHODS: In this retrospective observational study, we present gonococcal AMR data reported to WHO by 77 countries between Jan 1, 2019, and Dec 31, 2022. Gonococcal isolates were tested for minimum inhibitory concentrations of one to four key antimicrobials (ceftriaxone, cefixime, azithromycin, and ciprofloxacin) in each country. We used breakpoints for resistance and decreased susceptibility to antimicrobials from the European Committee on Antimicrobial Susceptibility Testing or Clinical Laboratory and Standards Institute. FINDINGS: 29 (39%) of 75 participating countries reported at least one isolate with resistance or decreased susceptibility to ceftriaxone, 28 (50%) of 56 reported resistance or decreased susceptibility to cefixime, 58 (88%) of 66 reported resistance to azithromycin, and 74 (99%) of 75 reported resistance to ciprofloxacin. Globally, azithromycin resistance is increasing, as is resistance or decreased susceptibility to ceftriaxone and cefixime, especially in the WHO Western Pacific region. Resistance to ciprofloxacin remained very high globally. Since 2017-18, the numbers of reporting countries, examined isolates, and resistant isolates have increased. However, surveillance levels remain inadequate in central America and the Caribbean, eastern Europe, and the WHO African, Eastern Mediterranean, and South-East Asia regions. INTERPRETATION: Global AMR surveillance conducted by WHO is expanding and, in selected countries, improving through standardisation and quality assurance, as well as implementation of extragenital sampling, test of cure, and whole-genome sequencing. This approach provides evidence-based data for management guidelines and public health policies. Improvements in prevention, early diagnosis, treatment of patients and their contacts, surveillance (of infection rates, AMR, treatment failures, and antimicrobial use), and antimicrobial stewardship are essential. WHO supports this work through several global action plans on AMR, new global gonorrhoea treatment recommendations, surveillance, and research. FUNDING: None.	The Lancet. Microbe	24/09/2025
10.1016/j.ijbiomac.2025.147928	Autophagic damage in senescent bone marrow mesenchymal stromal cells: Impact on	Huang C, Chen X, Wu D, Chen J, Wang J, Li S, Hu J, Yan Z, Zhu Y, Zhang Y	Osteoporosis is a major health challenge, particularly in postmenopausal women. Bone marrow mesenchymal stromal cells (BMSCs) are crucial for maintaining bone homeostasis by differentiating into osteoblasts and adipocytes. However, in the osteoporotic microenvironment, aging and estrogen deficiency lead to oxidative stress, impairing BMSC function and promoting senescence. Piezo1, a mechanosensitive calcium-permeable ion channel highly expressed in BMSCs, translates mechanical cues into pro-osteogenic signals. This study aimed to investigate the interplay between autophagy, Piezo1 expression, and BMSC senescence in osteoporosis, and explore the therapeutic potential of modulating the autophagy-Piezo1 axis. We observed that Piezo1 expression was downregulated in the bone tissues of patients with osteoporosis and ovariectomized (OVX) mice, accompanied by an increase in senescence-associated markers in BMSCs. Oxidative stress reduced Piezo1 expression and promoted BMSC senescence, shifting differentiation toward adipogenic rather than osteogenic lineages. Autophagic flux was impaired in senescent BMSCs, and activating autophagy via rapamycin restored Piezo1 expression, alleviated senescence, and rebalanced osteogenic/adipogenic differentiation. Mechanistically, inhibiting the mTOR/S6K pathway enhanced autophagy and Piezo1 expression. Rapamycin treatment increased bone mass and improved bone microarchitecture in OVX mice by promoting Piezo1 expression and suppressing senescence markers. Our findings highlight the critical role of autophagy in maintaining Piezo1 expression and BMSC function, suggesting that targeting the autophagy-Piezo1 axis may offer a novel therapeutic strategy for osteoporosis management.	International journal of biological macromolecules	25/09/2025
10.1186/s13287-025-04617-7	hPDLSC-ApoEVs attenuate periodontitis and enhance bone regeneration via	Zhang Z, Zeng L, Yu Y, Xu Z, Zhu G, Weng J, Xia J, Peng W, Dong Q, Li Y, Zhang L, Liang L, Pathak JL, Yu L	BACKGROUND: Periodontitis is the most prevalent oral disease worldwide, leading to inflammation, alveolar bone loss, and tooth loss. Mesenchymal stem cells (MSCs) transplantation has the potential to alleviate periodontitis and restore alveolar bone, but numerous studies have found that transplanted MSCs undergo apoptosis, releasing apoptotic extracellular vesicles (ApoEVs). Human periodontal ligament stem cells (hPDLSCs) ApoEVs have immunomodulatory and tissue regenerative potential. Still, their role in periodontitis treatment and alveolar bone restoration has not been investigated yet. METHODS: The study isolated hPDLSCs-ApoEVs and investigated the modulatory effect on macrophaghe. We explored the specific molecular mechanisms of hPDLSC-ApoEVs in regulating macrophage polarization in vitro through mRNA-seq and inhibitors. Co-culture experiment demonstrated that hPDLSC-ApoEVs promoted hPDLSC osteogenic differentiation by regulating macrophage polarization. Finally, we verified that hPDLSC-ApoEVs inhibited periodontitis-induced periodontal tissue defects and promoted periodontal bone tissue regeneration in vivo. RESULTS: This study found that hPDLSCs-ApoEVs regulate M0 to anti-inflammatory M2 macrophage polarization, as indicated by the upregulation of CD163, IL-10, and ARG1. hPDLSCs-ApoEVs activated	Stem cell research & therapy	26/09/2025
10.1186/s13287-025-04642-6	A traditional herbal decoction regulates skeletal muscle satellite cell	Jin Z, Da W, Shen Y, Zhao Y, Xu H, Wan H, Wu X, Gao X, Li Y, Shi Q, Tang D	INTRODUCTION: Osteosarcopenic fractures, an emerging geriatric syndrome characterized by sarcopenia-osteoporotic fractures coexistence, delayed fracture healing, and elevated risk of re-fracture. Limited research has investigated the mechanisms by which skeletal muscle satellite cells (SMSCs) promote muscle regeneration and osteoporotic fracture healing. The aim of this study was to investigate the impact of a traditional herbal decoction (HD), the Invigorate the Spleen and Tonify the Kidney Formula, on SMSC regulation, muscle regeneration, and fracture healing. METHOD: Using conditional knockout mice, the role of SMSCs in promoting fracture healing and mitigating sarcopenia was evaluated by visualizing the fracture area and surrounding muscle tissue. The signaling pathways involved were comprehensively analyzed using a combination of Western blotting, real-time PCR analysis, immunohistochemical staining, and immunofluorescent staining. And the key elements and compounds facilitating osteogenesis and myogenesis were identified using HPLC and network pharmacology analysis. RESULTS: This study demonstrated that the herbal decoction mediates the β-catenin signaling pathway, mobilizes SMSCs to migrate to the fracture area, facilitates their osteogenic and myogenic differentiation, and enhances osteoporotic fracture healing. Knockdown of β-catenin in SMSCs in Pax7-Cre(ERT2/+);β-catenin(fx/fx) conditional knockout mice led to sarcopenia and osteoporosis. Additionally, the herbal decoction significantly increased bone mass, repaired bone microstructure, and promoted muscle fiber remodeling around fractures in mice. CONCLUSIONS: These findings provide the first evidence that the HD, as a β-catenin agonist, not only promotes fracture healing by modulating the osteogenic and myogenic effects of SMSCs but also ameliorates sarcopenia. This study offers practical evidence supporting the formula as a promising therapeutic candidate for treating osteosarcopenic fractures.	Stem cell research & therapy	26/09/2025
10.1038/s41418-025-01587-4	AARS1-mediated lactylation of H3K18 and STAT1 promotes ferroptosis in diabetic	Hong J, Xu H, Yu L, Yu Z, Chen X, Meng Z, Zhu J, Li J, Zhu M	Diabetic nephropathy (DN) is the primary cause of end-stage renal disease worldwide. Recent studies have revealed that lactate-mediated histone lactylation, which functions as a novel epigenetic modification, is involved in the occurrence and development of diabetes-related complications. However, little is known about the role of lactyltransferase in DN. Alanyl-tRNA synthetase 1 (AARS1) was identified as a novel lactyltransferase that modulates histone H3-lysine-18 lactylation (H3K18la). In the present study, we determined whether AARS1-mediated H3K18la participates in the pathogenesis of DN. More importantly, we explored the potential mechanism involved. A mouse DN model consisting of both wild-type and alanyl-tRNA synthetase (AARS1) heterozygote (AARS1(+/-)) mice was utilized in this study. Transcriptomic and lipidomic analyses, combined with a variety of molecular biological methodologies, were employed to elucidate the potential mechanism by which AARS1 regulates ferroptosis in DN. Our results indicated that the increases in AARS1 and H3K18la expression were involved in kidney dysfunction and renal cell death via the modulation of ferroptosis in the DN model. Moreover, AARS1 induced lipid peroxidation by increasing fatty acid elongase-5 (ELOVL5) transcription, ultimately contributing to ferroptosis induction. Furthermore, AARS1 interacted with signal transducer and activator of transcription 1 (STAT1) to jointly regulate ELOVL5 transcription. Additionally, treatment with the STAT1-specific inhibitor fludarabine delayed DN progression. In addition, we observed that AARS1 modulated the lactylation of both STAT1 and H3K18 to regulate ELOVL5 transcription, thus triggering ferroptosis. Inhibition of AARS1-induced lactylation via β-alanine attenuated ferroptosis in DN model mice and hyperglycaemic cells. The present study showed that AARS1 induced the lactylation of H3K18 and STAT1 to regulate ELOVL5 transcription, thus triggering ferroptosis in a diabetic nephropathy model.	Cell death and differentiation	23/09/2025
10.1016/j.biomaterials.2025.123741	Inflammation-targeted nanoplatform: NIR-II imaging-guided encephalitis	Wang Q, Wang D, Liu P, Tang BZ, Li Y, Yin X	Encephalitis, a life-threatening neurological disorder with high mortality and debilitating long-term sequelae, remains a formidable clinical challenge due to limited therapeutic strategies targeting its underlying pathological mechanisms. Current interventions, constrained by blood-brain barrier (BBB) impermeability and a focus on symptomatic relief, fail to mitigate ferroptosis and reactive oxygen species (ROS)-mediated neurotoxicity-central drivers of disease progression. Here, we present CeO(2)/3TT@NP-RVG, a multifunctional nanomaterial engineered for integrated diagnosis and treatment of encephalitis. The nanoplatform combines ROS-scavenging cerium oxide (CeO(2)) with photothermal	Biomaterials	24/09/2025
10.1001/jamaneurol.2025.3538	Menopause Impact on Multiple Sclerosis Disability Progression.	Bridge F, Sanfilippo PG, Zhu C, Skibina O, Nguyen AL, Kalincik T, Buzzard K, Taylor BV, MacIntyre J, Hall LA, Slee M, Macdonell R, Maltby V, Lechner-Scott J, McCombe P, Butzkueven H, van der Walt A, Jokubaitis VG	IMPORTANCE: Most women with multiple sclerosis (MS) will experience menopause while living with MS. Despite this, the impact of menopause on MS disease trajectory remains unclear. OBJECTIVE: To assess whether menopause modifies the risk of disability progression for women with relapse-onset MS. DESIGN, SETTING, AND PARTICIPANTS: This retrospective cohort study used prospective clinical data that were collected within the MSBase Registry. Data were extracted from MSBase on July 1, 2023. These data were analyzed from January 2023 through February 2025. Female participants were recruited from 8 Australian neuroimmunology specialist centers (1 private practice and 7 tertiary referral centers) from 2018 through 2021. Participants included 1468 women aged 18 years or older who completed dedicated retrospective women's health surveys. Of these, 987 women with relapse-onset MS, 3 or more Expanded Disability Status Scale (EDSS) measurements recorded, and reported menopausal status were included in the primary analysis. The secondary analysis included 209 women with 1 or more EDSS measurements recorded in the MSBase database predate and postdate of menopause onset. EXPOSURE: Crude and adjusted Cox proportional hazards models were used to assess the impact of menopause, modeled as a time-varying covariate, on progressive disability milestones. Analyses were adjusted for age at MS onset, baseline disease duration, baseline EDSS score, baseline relapse, and exposure to high-efficacy disease-modifying therapy modeled as a time-varying covariate. MAIN OUTCOME MEASURES: In the primary analysis, the main outcome was time to 6-month confirmed disability progression (CDP). The secondary outcome was time to secondary progressive MS (SPMS). The secondary inflection point analysis examined longitudinal changes in EDSS in women who were followed up with throughout their menopausal transition. RESULTS: Primary analysis included 583 premenopausal and 404 postmenopausal women with MS. The median age at menopause was 48.5 years. Following multivariable adjustment, menopause was not associated with an increased risk of CDP or SPMS (hazard ratio, 0.95; 95% CI, 0.70-1.29; P = .70 and hazard ratio, 1.00; 95% CI, 0.60-1.67; P = 1.00), respectively. In the secondary analysis, menopause did not represent an inflection point in EDSS worsening following multivariable adjustment. CONCLUSIONS AND RELEVANCE: While reproductive aging may be additive to the effects of somatic aging, these results do not support menopause as the leading factor for disability progression in older women with MS.	JAMA neurology	29/09/2025
